"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3745748";"";"None";"443.56";"0";"1.70";"10";"NC(=O)CN1CCN(c2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.02";"0.17";"2.30";"4.37";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL3746313";"";"None";"457.63";"0";"3.15";"11";"CN1CCN(CCCNc2nc(-c3cccnc3)nc3c2CN(Cc2ccccc2)CC3)CC1";"EC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"8.74";"0.16";"0.85";"6.62";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL2018593";"";"None";"359.43";"0";"3.35";"54";"Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1";"EC50";"'='";"13182.57";"nM";"4.88";"";"";"UO_0000065";"13.58";"0.25";"1.53";"5.38";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4163361";"";"None";"416.41";"0";"4.51";"6c";"O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"1288.25";"nM";"5.89";"";"";"UO_0000065";"14.14";"0.28";"1.38";"7.30";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4171265";"";"None";"416.41";"0";"4.51";"6d";"O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"1698.24";"nM";"5.77";"";"";"UO_0000065";"13.86";"0.27";"1.26";"7.15";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4166815";"";"None";"434.85";"1";"5.46";"6e";"O=C(Nc1nc(-c2cccc(Cl)c2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"12.42";"0.25";"-0.06";"8.93";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4780584";"";"None";"352.29";"0";"3.25";"19";"O=C(c1cc(C(F)(F)F)[nH]n1)N1CCc2[nH]c3ccc(F)cc3c2C1";"EC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"17.94";"0.35";"3.07";"9.75";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4745672";"";"None";"352.29";"0";"3.25";"20";"O=C(c1cc(C(F)(F)F)[nH]n1)N1CCc2[nH]c3c(F)cccc3c2C1";"EC50";"'='";"96.0";"nM";"7.02";"";"";"UO_0000065";"19.92";"0.38";"3.77";"10.83";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4750673";"";"None";"382.32";"0";"3.26";"25";"COc1cc(F)c2[nH]c3c(c2c1)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3";"EC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"18.01";"0.35";"3.63";"9.30";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4741960";"";"None";"380.35";"0";"3.94";"40";"Cc1ccc(F)c2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)[C@@H](C)C3";"EC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"15.67";"0.30";"2.02";"9.20";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4752731";"";"None";"380.35";"0";"4.12";"42";"Cc1ccc(F)c2[nH]c3c(c12)[C@@H](C)N(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3";"EC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"19.20";"0.37";"3.18";"11.27";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4777140";"";"None";"384.41";"0";"1.28";"8";"NC(=O)c1cc(S(=O)(=O)c2ccc(F)cc2)sc1NC(=O)C1(O)CC1";"EC50";"'='";"79.0";"nM";"7.10";"";"";"UO_0000065";"18.48";"0.39";"5.82";"5.61";"0";"CHEMBL4775864";"Potentiation of CFTR F508del mutant (unknown origin) expressed in human CFBE41o- cells co-expressing YFP incubated for 10 mins by halide potentiator assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CFBE41o-";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765492";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1667 hr";"ACTIVATOR"
"CHEMBL4104898";"";"None";"450.34";"0";"4.47";"6j";"CCN(CC)c1nc(Nc2ccc3ncoc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"15.15";"0.30";"2.35";"7.65";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4087035";"";"None";"466.41";"0";"4.94";"6k";"CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"16.13";"0.33";"2.58";"9.89";"0";"CHEMBL3998786";"Activation of human CFTR expressed in forskolin-stimulated basolateral membrane permeabilized FRT cells co-expressing YFP assessed as increase in short-circuit current by voltage clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4521957";"";"None";"524.44";"2";"6.81";"3";"CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O";"EC50";"'='";"1970.0";"nM";"5.71";"";"";"UO_0000065";"10.88";"0.22";"-1.10";"7.64";"0";"CHEMBL4316537";"Corrector activity at CFTR F508del mutant (unknown origin) expressed in CFBE41o- cells measured at 18 to 24 hrs in presence of 3-((2R,4S)-4-(1-(2,2-difluorobenzo[d][1,3]dioxol-5-yl)cyclopropanecarboxamido)-7-methoxychroman-2-yl)benzoic acid by HRP based luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4312040";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
"CHEMBL4787986";"";"None";"375.22";"0";"3.73";"9";"COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1ccc(Br)o1)CC3";"EC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"14.48";"0.32";"1.70";"9.29";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4747252";"";"None";"378.35";"0";"3.13";"11";"COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(F)(F)F)n(C)n1)CC3";"EC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"13.61";"0.26";"2.02";"8.15";"0";"CHEMBL4730448";"Potentiation of human CFTR F508 deletion mutant expressed in rat FRT cells coexpressing HS-YFP assessed as increase in iodide influx pre-incubated for 15 to 30 mins in presence of forskolin by fluorescent method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725414";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME: 15-30";"ACTIVATOR"
"CHEMBL4085032";"";"None";"354.47";"0";"2.39";"20";"CC1(C)Cc2c(sc(NC(=O)C(C)(C)CO)c2C(N)=O)C(C)(C)O1";"EC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"20.10";"0.41";"4.73";"7.01";"0";"CHEMBL4026937";"Potentiation of CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells incubated for 10 mins in presence of forskolin measured for 7 secs by YFP halide assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4024762";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL472";"GLYBURIDE";"4.0";"494.01";"0";"3.64";"glibenclamide";"COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"9.76";"0.20";"1.18";"4.25";"0";"CHEMBL1780321";"Inhibition of wild type CFTR expressed in CHO cells by [125I]iodide efflux assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777708";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL1584217";"";"None";"374.44";"0";"3.57";"32";"COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N";"EC50";"'='";"10964.78";"nM";"4.96";"";"";"UO_0000065";"13.25";"0.24";"1.39";"5.70";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4161828";"";"None";"378.45";"0";"4.52";"3d";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1";"EC50";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"15.33";"0.29";"1.28";"9.59";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4160001";"";"None";"493.33";"1";"5.87";"6a";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1ccc(Br)cc1";"EC50";"'='";"3801.89";"nM";"5.42";"";"";"UO_0000065";"10.99";"0.25";"-0.45";"8.97";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4167920";"";"None";"448.88";"1";"5.76";"6b";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(Cl)c1";"EC50";"'='";"5370.32";"nM";"5.27";"";"";"UO_0000065";"11.74";"0.24";"-0.49";"8.72";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4074144";"";"None";"417.36";"0";"3.44";"7f";"CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OCC(F)(F)C(F)F)n1";"EC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"13.42";"0.26";"2.16";"5.58";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4093184";"";"None";"427.32";"0";"4.47";"6f";"CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1";"EC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"14.40";"0.29";"1.68";"9.74";"0";"CHEMBL3998784";"Activation of human CFTR expressed in FRT cells co-expressing YFP assessed as increase in forskolin-stimulated iodide influx measured after 10 mins for 2 to 12 sec by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997791";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4101344";"";"None";"539.53";"2";"5.45";"11";"COc1ccc2c(c1)OC(c1ccc(OC)c(OC)c1)CC2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"12.42";"0.23";"1.25";"7.93";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4077999";"";"None";"511.45";"2";"5.26";"17";"O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(F)cc3O2)c1";"EC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"13.61";"0.26";"1.70";"7.40";"0";"CHEMBL4022897";"Corrector activity at CFTR F508del/F508del mutant in primary HBE cells assessed as increase in chloride ion current across apical membrane measured 18 to 24 hrs post compound treatment on basolateral side of cells in presence of channel potentiator GLPG1837 by trans-epithelial current clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
"CHEMBL4165261";"";"None";"398.87";"0";"4.86";"4a";"O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1";"EC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"13.88";"0.28";"0.68";"9.16";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4167860";"";"None";"568.10";"2";"6.64";"61";"COc1ccc(NC(=O)n2nc(-c3sc(NC(=O)C(C)(C)C)nc3C)cc2Cc2cc(Cl)ccc2OC)cc1";"EC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"10.56";"0.21";"-0.64";"5.59";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4166332";"";"None";"412.90";"1";"5.17";"3c";"Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1cccc(Cl)c1";"EC50";"'='";"2290.87";"nM";"5.64";"";"";"UO_0000065";"13.66";"0.28";"0.47";"9.33";"0";"CHEMBL4146144";"Corrector activity at CFTR F508-del mutant (unknown origin) expressed in human CFBE41o cells harboring HS-YFP preincubated for 24 hrs followed by forskolin/genistein stimulation for 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145449";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4074724";"";"None";"312.37";"0";"4.11";"1h";"O=c1c(-c2ccccc2)nc2ccccc2n1Cc1ccccc1";"EC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"16.97";"0.30";"1.19";"15.19";"0";"CHEMBL4009583";"Activation of human CFTR expressed in FRT cells co-expressing YFP H148Q mutant assessed as increase in forskolin-stimulated iodide influx measured after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007437";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL262886";"";"None";"487.01";"1";"6.24";"11Ci";"COc1ccc(OC)c(Nc2nc(-c3sc(NC(=O)c4ccc(Cl)cc4)nc3C)cs2)c1";"Kd";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"12.24";"0.25";"-0.28";"6.98";"0";"CHEMBL928176";"Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FRT";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144813";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL4069832";"";"None";"337.38";"0";"3.98";"1l";"N#Cc1cccc(-c2nc3ccccc3n(Cc3ccccc3)c2=O)c1";"EC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.78";"0.32";"2.02";"10.22";"0";"CHEMBL4009583";"Activation of human CFTR expressed in FRT cells co-expressing YFP H148Q mutant assessed as increase in forskolin-stimulated iodide influx measured after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007437";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4094173";"";"None";"455.38";"0";"4.50";"4";"O=C(N[C@@H]1CC(CF)(CF)Oc2cc(F)ccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1";"EC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"11.78";"0.23";"0.87";"9.45";"0";"CHEMBL4022894";"Corrector activity at HRP-fused CFTR F508del mutant (unknown origin) expressed in human CFBE41o cells assessed as increase in matured protein levels at cell surface after 18 to 24 hrs by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"P13569";"F508del";"CHEMBL4051";"Cystic fibrosis transmembrane conductance regulator";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020819";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";""
