Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES,Data_Source,BindingDB Reactant_set_id
CHEMBL4465098,EC50,20000.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4465098,EC50,1130.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4465098,EC50,1290.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4086433,EC50,200.0,C21H16N4O3,Nc1ccc([N+](=O)[O-])cc1-c1nc2ccccc2n(Cc2ccccc2)c1=O,CHEMBL,
CHEMBL4086433,EC50,200.0,C21H16N4O3,Nc1ccc([N+](=O)[O-])cc1-c1nc2ccccc2n(Cc2ccccc2)c1=O,CHEMBL,
CHEMBL4101412,EC50,690.0,C21H14FN3O3,O=c1c(-c2ccc(F)c([N+](=O)[O-])c2)nc2ccccc2n1Cc1ccccc1,CHEMBL,
CHEMBL3356635,EC50,400.0,C18H15N3O2,O=C(Nc1ccc2c(c1)NCC2)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3356630,EC50,200.0,C19H18N2O2,CC(C)c1ccccc1NC(=O)c1c[nH]c2ccccc2c1=O,CHEMBL,
CHEMBL3894447,EC50,3095.0,C30H35F3N2O8,CC(C)(CCOC[C@@H](O)CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL495336,EC50,300.0,C21H23ClN4O2S2,COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C(C)(C)C)sc1-2,CHEMBL,
CHEMBL4097536,EC50,140.0,C16H16F7N5O,CCN(CC)c1nc(Nc2cccc(F)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL4080996,EC50,160.0,C17H17F6N5O3,CCN(CC)c1nc(Nc2cccc(C(=O)O)c2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,5900.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,1500.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,2187.76,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,14000.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1,CHEMBL,
CHEMBL4746792,EC50,360.0,C28H19F3N2O5S,O=C(c1ccc(OC(F)(F)F)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4746430,EC50,100.0,C28H22N2O5S,COc1cccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)c1,CHEMBL,
CHEMBL4093612,EC50,130.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,28.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,28.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,130.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,35.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,3900.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093612,EC50,3000.0,C29H27F2NO7,COc1ccc2c(c1)O[C@@H](c1ccc(OC)c(OC)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4085871,EC50,230.0,C28H23F2NO7,COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4085871,EC50,240.0,C28H23F2NO7,COc1ccc2c(c1)O[C@@H](c1cccc(C(=O)O)c1)C[C@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4093771,EC50,75.0,C28H21F4NO7,O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)c1,CHEMBL,
CHEMBL1584217,EC50,11000.0,C22H22N4O2,COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL,
CHEMBL1584217,EC50,10964.78,C22H22N4O2,COc1ccccc1C(=O)NCCNc1nc2cc(C)cc(C)c2cc1C#N,CHEMBL,
CHEMBL2018575,EC50,3000.0,C22H22N4O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL,
CHEMBL2018575,EC50,3019.95,C22H22N4O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1,CHEMBL,
CHEMBL4087529,EC50,123.0,C17H22N4O3S,Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL,
CHEMBL4087529,EC50,2.0,C17H22N4O3S,Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL,
CHEMBL4087529,EC50,123.0,C17H22N4O3S,Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL,
CHEMBL4087529,EC50,2.0,C17H22N4O3S,Cc1cn[nH]c1C(=O)Nc1sc2c(c1C(N)=O)CC(C)(C)OC2(C)C,CHEMBL,
CHEMBL4081673,EC50,190.0,C18H21N3O4S,CC1(C)Cc2c(sc(NC(=O)c3cccnc3O)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL3745884,EC50,2800.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL,
CHEMBL3745884,EC50,400.0,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL,
CHEMBL3745884,EC50,2818.38,C24H27N5O,OC1CCCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)C1,CHEMBL,
CHEMBL4174717,EC50,8000.0,C18H17NO3S,CSc1cccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)c1,CHEMBL,
CHEMBL4174717,EC50,7943.28,C18H17NO3S,CSc1cccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)c1,CHEMBL,
CHEMBL3746934,EC50,100000.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3746769,EC50,400.0,C26H32N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1,CHEMBL,
CHEMBL3746769,EC50,398.11,C26H32N6O2,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCO)CC4)c3C2)cc1,CHEMBL,
CHEMBL4465098,EC50,1320.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4465098,EC50,20000.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4465098,EC50,1130.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4465098,EC50,1290.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@@H]1[C@@H](C(C)(C)C)[C@H](C(=O)O)N(C(=O)C2CCCCC2)[C@@H]1c1ccccc1,CHEMBL,
CHEMBL4570987,EC50,52.0,C33H43F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1CC(C)C,CHEMBL,
CHEMBL4077574,EC50,7777.0,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4077574,EC50,127.0,C18H28N2O4S,CC1(C)Cc2c(sc(NC(=O)[C@H](O)C(C)(C)C)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4075348,EC50,181.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4075348,EC50,339.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4075348,EC50,3.0,C16H20N4O3S,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4084446,EC50,5400.0,C16H18ClF4N5O,CCN(CC)c1nc(Nc2cccc(Cl)c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL4094248,EC50,1600.0,C27H23F2NO5,O=C(NC1C[C@H](c2cccc(CO)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4094248,EC50,750.0,C27H23F2NO5,O=C(NC1C[C@H](c2cccc(CO)c2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4066040,EC50,1000.0,C29H27F2NO7,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4066040,EC50,35.0,C29H27F2NO7,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4066040,EC50,28.0,C29H27F2NO7,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4066040,EC50,130.0,C29H27F2NO7,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)C[C@@H]2NC(=O)C1(c2ccc3c(c2)OC(F)(F)O3)CC1,CHEMBL,
CHEMBL4444246,EC50,3800.0,C22H22N4O3S,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL,
CHEMBL4444246,EC50,5000.0,C22H22N4O3S,COc1ccc(S(=O)(=O)N2CCN(c3nc4ccc(C)cc4cc3C#N)CC2)cc1,CHEMBL,
CHEMBL1257047,EC50,2200.0,C27H34N4O4S,COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1,CHEMBL,
CHEMBL1257047,EC50,2187.76,C27H34N4O4S,COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1,CHEMBL,
CHEMBL4571017,EC50,300.0,C29H25F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1,CHEMBL,
CHEMBL4571017,EC50,260.0,C29H25F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)cc1,CHEMBL,
CHEMBL4101487,EC50,5.0,C28H21F4NO7,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1,CHEMBL,
CHEMBL3358691,EC50,740.0,C19H21ClN4O3S,COc1ccc(Cl)cc1Nc1ncc(-c2sc(NC(=O)C(C)(C)C)nc2C)o1,CHEMBL,
CHEMBL4160444,EC50,2300.0,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL4160444,EC50,2290.87,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1,CHEMBL,
CHEMBL3747405,EC50,100000.0,C27H34FN7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(F)cc2)CC3)CC1,CHEMBL,
CHEMBL3746547,EC50,200.0,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL,
CHEMBL3746547,EC50,199.53,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1,CHEMBL,
CHEMBL2018585,EC50,100000.0,C24H24N4O2,COc1ccccc1C(=O)N1CCN(c2nc3cc(C)cc(C)c3cc2C#N)CC1,CHEMBL,
CHEMBL4170137,EC50,300.0,C23H19BrN2O5S,CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL4170137,EC50,302.0,C23H19BrN2O5S,CCOC(=O)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL2018577,EC50,2700.0,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL2018577,EC50,2691.53,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL2018592,EC50,3000.0,C21H21N5O,Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL2018592,EC50,3019.95,C21H21N5O,Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3cccnc3)nc2c1,CHEMBL,
CHEMBL4083374,EC50,1320.0,C17H24N2O4S,CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4083374,EC50,15.0,C17H24N2O4S,CC1(C)Cc2c(sc(NC(=O)C3(CO)CC3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4076611,EC50,467.0,C15H19N5O3S,CC1(C)Cc2c(sc(NC(=O)c3nnc[nH]3)c2C(N)=O)C(C)(C)O1,CHEMBL,
CHEMBL4087115,EC50,490.0,C17H18N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,CHEMBL,
CHEMBL4087115,EC50,13.0,C17H18N2O4S,CC1(C)Cc2c(sc(NC(=O)c3ccccc3O)c2C(N)=O)CO1,CHEMBL,
CHEMBL4761482,EC50,4100.0,C21H18N4O,O=C(c1cnn(-c2ccccc2)c1)N1CCc2[nH]c3ccccc3c2C1,CHEMBL,
CHEMBL4742172,EC50,10500.0,C17H15F3N4O3S,CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3,CHEMBL,
CHEMBL4753999,EC50,1910.0,C19H18F4N4O,Cc1ccc(F)c2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)C(C)(C)C3,CHEMBL,
CHEMBL4097540,EC50,4800.0,C16H18F5N5O,CCN(CC)c1nc(Nc2ccc(F)cc2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL3597882,EC50,8500.0,C14H12N2S3,CSc1cccc(Nc2nc(-c3cccs3)cs2)c1,CHEMBL,
CHEMBL4795314,EC50,13.0,C14H17N5O4S2,NC(=O)c1cc(S(=O)(=O)N2CCCCC2)sc1NC(=O)c1ccn[nH]1,CHEMBL,
CHEMBL4781656,EC50,20.0,C16H18N2O6S2,COc1ccc(S(=O)(=O)c2cc(C(N)=O)c(NC(=O)C(C)(C)O)s2)cc1,CHEMBL,
CHEMBL4781656,EC50,478.0,C16H18N2O6S2,COc1ccc(S(=O)(=O)c2cc(C(N)=O)c(NC(=O)C(C)(C)O)s2)cc1,CHEMBL,
CHEMBL3597886,EC50,58000.0,C16H15N3O3S2,CCOC(=O)c1cc(-c2csc(Nc3cccc(SC)c3)n2)on1,CHEMBL,
CHEMBL3357141,EC50,5.0,C20H20N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL3357141,EC50,3.0,C20H20N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL4176184,EC50,7900.0,C24H19ClN2OS,O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL,
CHEMBL4176184,EC50,16000.0,C24H19ClN2OS,O=C(Nc1ncc(Cc2ccccc2Cl)s1)C(c1ccccc1)c1ccccc1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2570.4,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL2103870,EC50,2600.0,C24H18F2N2O5,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,CHEMBL,
CHEMBL4164907,EC50,87.0,C27H20N2O4S,O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4164907,EC50,87.1,C27H20N2O4S,O=C(c1ccccc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1,CHEMBL,
CHEMBL4083185,EC50,70.0,C21H14ClN3O3,O=c1c(-c2cccc([N+](=O)[O-])c2)nc2cc(Cl)ccc2n1Cc1ccccc1,CHEMBL,
CHEMBL4071412,EC50,1200.0,C16H18F4N6O3,CCN(CC)c1nc(Nc2cccc([N+](=O)[O-])c2)nc(OCC(F)(F)C(F)F)n1,CHEMBL,
CHEMBL4169655,EC50,1000.0,C32H45N3O5,COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4169655,EC50,1000.0,C32H45N3O5,COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4517461,EC50,137.0,C27H33F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)OC(C)C)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4546985,EC50,222.0,C29H34ClF3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1Cl,CHEMBL,
CHEMBL3747046,EC50,1500.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,11700.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL3747046,EC50,1513.56,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1,CHEMBL,
CHEMBL4172914,EC50,199.53,C26H31FN6,Fc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCN4CCCC4)c3C2)cc1,CHEMBL,
CHEMBL4176955,EC50,1900.0,C21H17BrN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL4176955,EC50,1905.46,C21H17BrN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(Br)cc1,CHEMBL,
CHEMBL4781649,EC50,2570.0,C22H18N2O4S,Cc1ccc(C(=O)c2cnc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)s2)cc1,CHEMBL,
CHEMBL4169655,EC50,1000.0,C32H45N3O5,COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4169655,EC50,1000.0,C32H45N3O5,COc1ncc(C(C)C)cc1CN[C@H]1[C@H](C(C)(C)OC)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4097188,EC50,120.0,C13H11F6N5O,CNc1nc(Nc2ccccc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,CHEMBL,
CHEMBL2018581,EC50,1500.0,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC,CHEMBL,
CHEMBL2018581,EC50,1513.56,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC,CHEMBL,
CHEMBL4789667,EC50,7310.0,C28H20N2O6S,O=C(O)c1ccc(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)cc1,CHEMBL,
CHEMBL4581904,EC50,346.0,C29H35F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@H]2CCCCO2)[C@H]1c1ccccc1,CHEMBL,
CHEMBL4521957,EC50,2660.0,C29H27Cl2NO4,CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL,
CHEMBL4521957,EC50,1970.0,C29H27Cl2NO4,CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL,
CHEMBL4521957,EC50,2610.0,C29H27Cl2NO4,CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL,
CHEMBL4521957,EC50,1940.0,C29H27Cl2NO4,CC(C)(C)[C@H]1[C@H](C(=O)c2cc(Cl)ccc2Cl)[C@H](c2ccccc2)N(C(=O)c2ccccc2)[C@@H]1C(=O)O,CHEMBL,
CHEMBL4741540,EC50,480.0,C17H15F3N4O,Cc1cccc2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3,CHEMBL,
CHEMBL4759920,EC50,200.0,C17H15F3N4O,Cc1ccc2c3c([nH]c2c1)CCN(C(=O)c1cc(C(F)(F)F)[nH]n1)C3,CHEMBL,
CHEMBL4776336,EC50,940.0,C17H14F4N4O,Cc1ccc(F)c2c3c([nH]c12)CCN(C(=O)c1cc(C(F)(F)F)[nH]n1)C3,CHEMBL,
CHEMBL4759695,EC50,2300.0,C18H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)CCN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3,CHEMBL,
CHEMBL4755366,EC50,230.0,C16H13F3N4O,O=C(c1cc(C(F)(F)F)[nH]n1)N1CCc2[nH]c3ccccc3c2C1,CHEMBL,
CHEMBL4749614,EC50,1300.0,C19H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)C1CCC(C3)N1C(=O)c1cc(C(F)(F)F)[nH]n1,CHEMBL,
CHEMBL3356631,EC50,800.0,C18H16N2O2,CCc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1,CHEMBL,
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,CHEMBL,
